Storage System, Host Connection, Time, Interval (s), Cluster, Volume Group, Read Cache Hits - VCC (%), Read Cache Hits - VC (%), Read Cache Hits - overall (%), Write Cache Hits - VCC (%), Write Cache Hits - VC (%), Write Cache Hits - overall (%), Total Cache Hits - VCC (%), Total Cache Hits - VC (%), Total Cache Hits - overall (%), Disk to Cache Transfer Rate - VCC (ops/s), Disk to Cache Transfer Rate - VC (ops/s), Disk-to-Cache Transfer Rate (ops/s), Cache to Disk Transfer Rate - VCC (ops/s), Cache to Disk Transfer Rate - VC (ops/s), Cache-to-Disk Transfer Rate (ops/s), Read I/O Rate - overall (ops/s), Write I/O Rate - overall (ops/s), Total I/O Rate - overall (ops/s), Read Data Rate (MiB/s), Write Data Rate (MiB/s), Total Data Rate (MiB/s), Read Response Time (ms/op), Write Response Time (ms/op), Overall Response Time (ms/op), Read Transfer Size (KiB/op), Write Transfer Size (KiB/op), Overall Transfer Size (KiB/op), Write-cache Delay Percentage - VCC (%), Write-cache Delay Percentage - VC (%), Global Mirror Write I/O Rate (ops/s), Global Mirror Overlapping Write Percentage (%), Global Mirror Overlapping Write I/O Rate (ops/s), Peak Read Response Time (ms), Peak Write Response Time (ms), Global Mirror Secondary Write Lag (ms/op), Overall Host Attributed Response Time Percentage (%), Non-preferred Node Usage Percentage (%), Write-cache Delay Percentage (%), Write-cache Delay I/O Rate - VCC (ops/s), Write-cache Delay I/O Rate - VC (ops/s), Write-cache Delay I/O Rate (ops/s), Read-ahead Percentage of Cache Hits (%), Dirty Write Percentage of Cache Hits - VCC (%), Dirty Write Percentage of Cache Hits - VC (%), Dirty Write Percentage of Cache Hits (%), Write Cache Overflow Percentage (%), Write Cache Overflow I/O Rate (ops/s), Write Cache Flush-through Percentage - VCC (%), Write Cache Flush-through Percentage - VC (%), Write Cache Flush-through Percentage (%), Write Cache Flush-through I/O Rate - VCC (ops/s), Write Cache Flush-through I/O Rate - VC (ops/s), Write Cache Flush-through I/O Rate (ops/s), Write Cache Write-through Percentage - VCC (%), Write Cache Write-through Percentage - VC (%), Write Cache Write-through Percentage (%), Write Cache Write-through I/O Rate - VCC (ops/s), Write Cache Write-through I/O Rate - VC (ops/s), Write Cache Write-through I/O Rate (ops/s), Read I/O Rate - VC (ops/s), Read I/O Rate - VCC (ops/s), Write I/O Rate - VC (ops/s), Write I/O Rate - VCC (ops/s), Destage I/O Rate - VC (ops/s), Destage I/O Rate - VCC (ops/s), Stage I/O Rate - VC (ops/s), Stage I/O Rate - VCC (ops/s), Prestage I/O Rate - VCC (ops/s), Destage Response Time - VC (ms/op), Destage Response Time - VCC (ms/op), Stage Response Time - VC (ms/op), Stage Response Time - VCC (ms/op), Prestage Response Time - VCC (ms/op), Cache to Host Transfer Response Time (ms/op), Unaligned Write I/O Rate (ops/s), Total I/O Rate - VC (ops/s), Total I/O Rate - VCC (ops/s) 
SVC-2145-CS4SVC1-IBM, vaix_cs4cipdmqp02ha, 5/2/18 12:26 PM, 300, , , 21.62, 0.0, 21.62, 100.0, 100.0, 100.0, 39.43, 23.74, 53.81, 15927.34, 15182.11, 31109.45, 5056.04, 4726.97, 9783.01, 1406.75, 57.69, 1464.44, 7.41, 2.3, 9.72, 0.84, 2.24, 0.9, 5.395, 40.909, 6.794, 0.0, 0.0, 0.0, 0.0, 0.0, 538.76, 27.74, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 17.55, 6.24, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1406.6, 1514.9, 57.71, 115.85, 58.27, 28.51, 65.12, 117.16, 3.86, 0.41, 0.41, 5.73, 3.83, 2.63, 1.22, 1.26, 1464.31, 1630.75 
SVC-2145-CS4SVC1-IBM, vaix_cs4cvicgwys01, 5/2/18 12:26 PM, 300, , , 18.95, 0.0, 18.95, 100.0, 100.0, 100.0, 86.05, 94.37, 99.21, 39.27, 12.52, 51.79, 130.77, 209.87, 340.64, 0.49, 8.72, 9.2, 0.01, 0.1, 0.11, 5.55, 0.33, 0.61, 12.856, 12.046, 12.089, 0.0, 0.0, 0.0, 0.0, 0.0, 34.71, 11.38, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3, 18.91, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.49, 2.48, 8.7, 10.31, 9.65, 4.14, 1.58, 2.34, 0.05, 0.76, 0.3, 2.26, 3.35, 2.27, 0.19, 0.0, 9.19, 12.8 
SVC-2145-CS4SVC1-IBM, vaix_cs4cvicwass01, 5/2/18 12:26 PM, 300, , , 42.77, 0.0, 42.77, 100.0, 100.0, 100.0, 65.48, 40.1, 79.32, 11526.87, 16529.59, 28056.45, 9947.39, 11066.64, 21014.03, 232.39, 80.12, 312.51, 8.07, 5.4, 13.47, 2.63, 0.35, 2.05, 35.54, 69.021, 44.123, 0.0, 0.0, 0.0, 0.0, 0.0, 341.43, 26.58, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.28, 4.01, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 232.5, 380.93, 80.15, 195.46, 36.48, 39.83, 69.67, 77.45, 10.22, 0.43, 0.42, 3.09, 4.15, 2.04, 0.11, 0.0, 312.65, 576.39 
SVC-2145-CS4SVC1-IBM, vaix_cs4cvicdbs01ha, 5/2/18 12:26 PM, 300, , , 51.27, 0.0, 51.27, 100.0, 100.0, 100.0, 93.61, 89.98, 99.36, 17.89, 27.12, 45.01, 195.89, 243.62, 439.51, 1.56, 10.64, 12.2, 0.01, 0.12, 0.13, 1.65, 0.19, 0.37, 8.692, 11.445, 11.093, 0.0, 0.0, 0.0, 0.0, 0.0, 47.5, 21.61, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 4.53, 20.07, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1.56, 2.66, 10.64, 12.53, 7.38, 2.84, 57.15, 19.26, 12.62, 0.32, 0.32, 0.28, 1.07, 4.86, 0.08, 1.26, 12.2, 15.19 
SVC-2145-CS4SVC1-IBM, vaix_cs4cvicdbs02ha, 5/2/18 12:26 PM, 300, , , 20.76, 0.0, 20.76, 100.0, 100.0, 100.0, 92.89, 93.96, 99.57, 17.41, 14.32, 31.73, 181.31, 223.06, 404.37, 1.17, 10.7, 11.87, 0.01, 0.11, 0.12, 0.59, 0.19, 0.23, 6.12, 10.42, 9.996, 0.0, 0.0, 0.0, 0.0, 0.0, 26.74, 19.49, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 26.69, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1.17, 2.05, 10.7, 12.42, 6.15, 1.72, 1.12, 1.32, 0.0, 0.72, 0.33, 0.38, 1.98, 0.0, 0.08, 1.26, 11.87, 14.47 
SVC-2145-CS4SVC1-IBM, vaix_cs4cvicmqs01ha, 5/2/18 12:26 PM, 300, , , 33.17, 0.0, 33.17, 100.0, 100.0, 100.0, 90.41, 96.03, 99.61, 32.31, 11.45, 43.77, 228.93, 277.43, 506.36, 1.52, 12.39, 13.91, 0.01, 0.14, 0.14, 2.11, 0.25, 0.46, 3.757, 11.201, 10.386, 0.0, 0.0, 0.0, 0.0, 0.0, 34.71, 9.83, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.6, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1.52, 3.71, 12.38, 14.55, 10.97, 4.39, 2.17, 2.65, 0.03, 0.68, 0.31, 1.88, 3.08, 1.63, 0.16, 1.26, 13.9, 18.26 
SVC-2145-CS4SVC1-IBM, vaix_cs4cvicmqs02ha, 5/2/18 12:26 PM, 300, , , 18.97, 0.0, 18.97, 100.0, 100.0, 100.0, 88.61, 96.66, 99.62, 34.13, 8.95, 43.07, 383.2, 259.69, 642.89, 1.36, 11.08, 12.44, 0.0, 0.13, 0.13, 1.74, 0.3, 0.46, 3.279, 11.729, 10.803, 0.0, 0.0, 0.0, 0.0, 0.0, 34.71, 10.54, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.91, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1.36, 3.44, 11.06, 13.14, 14.32, 2.35, 1.69, 3.02, 0.0, 0.47, 0.28, 2.26, 2.52, 0.0, 0.16, 1.26, 12.43, 16.58 
SVC-2145-CS4SVC1-IBM, vaix_cs2cchkgpfsp1, 5/2/18 12:26 PM, 300, , , 21.61, 0.0, 21.61, 100.0, 100.0, 100.0, 39.25, 23.5, 53.53, 15906.63, 15168.78, 31075.41, 5009.77, 4660.77, 9670.54, 1405.64, 50.26, 1455.91, 7.41, 2.27, 9.68, 0.84, 2.54, 0.9, 5.395, 46.295, 6.807, 0.0, 0.0, 0.0, 0.0, 0.0, 538.76, 27.74, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 17.59, 5.88, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1405.5, 1512.5, 50.28, 108.3, 50.09, 26.14, 63.18, 115.24, 3.83, 0.41, 0.42, 5.9, 3.88, 2.64, 1.22, 0.0, 1455.78, 1620.8 
SVC-2145-CS4SVC1-IBM, vaix_cs2cchkgpfsp2, 5/2/18 12:26 PM, 300, , , 21.61, 0.0, 21.61, 100.0, 100.0, 100.0, 39.25, 23.5, 53.53, 15906.63, 15168.78, 31075.41, 5009.77, 4660.77, 9670.54, 1405.64, 50.26, 1455.91, 7.41, 2.27, 9.68, 0.84, 2.54, 0.9, 5.395, 46.295, 6.807, 0.0, 0.0, 0.0, 0.0, 0.0, 538.76, 27.74, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 17.59, 5.88, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1405.5, 1512.5, 50.28, 108.3, 50.09, 26.14, 63.18, 115.24, 3.83, 0.41, 0.42, 5.9, 3.88, 2.64, 1.22, 0.0, 1455.78, 1620.8 
SVC-2145-CS4SVC1-IBM, vaix_cs2cchkgpfsp3, 5/2/18 12:26 PM, 300, , , 21.61, 0.0, 21.61, 100.0, 100.0, 100.0, 39.25, 23.5, 53.53, 15906.63, 15168.78, 31075.41, 5009.77, 4660.77, 9670.54, 1405.64, 50.26, 1455.91, 7.41, 2.27, 9.68, 0.84, 2.54, 0.9, 5.395, 46.295, 6.807, 0.0, 0.0, 0.0, 0.0, 0.0, 538.76, 27.74, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 17.59, 5.88, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1405.5, 1512.5, 50.28, 108.3, 50.09, 26.14, 63.18, 115.24, 3.83, 0.41, 0.42, 5.9, 3.88, 2.64, 1.22, 0.0, 1455.78, 1620.8 
SVC-2145-CS4SVC1-IBM, vaix_cs2cipdgwyp01, 5/2/18 12:26 PM, 300, , , 21.61, 0.0, 21.61, 100.0, 100.0, 100.0, 39.25, 23.5, 53.53, 15906.63, 15168.78, 31075.41, 5009.77, 4660.77, 9670.54, 1405.64, 50.26, 1455.91, 7.41, 2.27, 9.68, 0.84, 2.54, 0.9, 5.395, 46.295, 6.807, 0.0, 0.0, 0.0, 0.0, 0.0, 538.76, 27.74, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 17.59, 5.88, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1405.5, 1512.5, 50.28, 108.3, 50.09, 26.14, 63.18, 115.24, 3.83, 0.41, 0.42, 5.9, 3.88, 2.64, 1.22, 0.0, 1455.78, 1620.8 
SVC-2145-CS4SVC1-IBM, vaix_cs2cipdgwyp02, 5/2/18 12:26 PM, 300, , , 21.61, 0.0, 21.61, 100.0, 100.0, 100.0, 39.25, 23.5, 53.53, 15906.63, 15168.78, 31075.41, 5009.77, 4660.77, 9670.54, 1405.64, 50.26, 1455.91, 7.41, 2.27, 9.68, 0.84, 2.54, 0.9, 5.395, 46.295, 6.807, 0.0, 0.0, 0.0, 0.0, 0.0, 538.76, 27.74, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 17.59, 5.88, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1405.5, 1512.5, 50.28, 108.3, 50.09, 26.14, 63.18, 115.24, 3.83, 0.41, 0.42, 5.9, 3.88, 2.64, 1.22, 0.0, 1455.78, 1620.8 
SVC-2145-CS4SVC1-IBM, vaix_cs2cipdwasp01, 5/2/18 12:26 PM, 300, , , 21.61, 0.0, 21.61, 100.0, 100.0, 100.0, 39.25, 23.5, 53.53, 15906.63, 15168.78, 31075.41, 5009.77, 4660.77, 9670.54, 1405.64, 50.26, 1455.91, 7.41, 2.27, 9.68, 0.84, 2.54, 0.9, 5.395, 46.295, 6.807, 0.0, 0.0, 0.0, 0.0, 0.0, 538.76, 27.74, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 17.59, 5.88, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1405.5, 1512.5, 50.28, 108.3, 50.09, 26.14, 63.18, 115.24, 3.83, 0.41, 0.42, 5.9, 3.88, 2.64, 1.22, 0.0, 1455.78, 1620.8 
SVC-2145-CS4SVC1-IBM, vaix_cs2cipdwasp02, 5/2/18 12:26 PM, 300, , , 21.61, 0.0, 21.61, 100.0, 100.0, 100.0, 39.25, 23.5, 53.53, 15906.63, 15168.78, 31075.41, 5009.77, 4660.77, 9670.54, 1405.64, 50.26, 1455.91, 7.41, 2.27, 9.68, 0.84, 2.54, 0.9, 5.395, 46.295, 6.807, 0.0, 0.0, 0.0, 0.0, 0.0, 538.76, 27.74, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 17.59, 5.88, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1405.5, 1512.5, 50.28, 108.3, 50.09, 26.14, 63.18, 115.24, 3.83, 0.41, 0.42, 5.9, 3.88, 2.64, 1.22, 0.0, 1455.78, 1620.8 
SVC-2145-CS4SVC1-IBM, vaix_cs2cipdmqp01ha, 5/2/18 12:26 PM, 300, , , 21.61, 0.0, 21.61, 100.0, 100.0, 100.0, 39.25, 23.5, 53.53, 15906.63, 15168.78, 31075.41, 5009.77, 4660.77, 9670.54, 1405.64, 50.26, 1455.91, 7.41, 2.27, 9.68, 0.84, 2.54, 0.9, 5.395, 46.295, 6.807, 0.0, 0.0, 0.0, 0.0, 0.0, 538.76, 27.74, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 17.59, 5.88, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1405.5, 1512.5, 50.28, 108.3, 50.09, 26.14, 63.18, 115.24, 3.83, 0.41, 0.42, 5.9, 3.88, 2.64, 1.22, 0.0, 1455.78, 1620.8 
SVC-2145-CS4SVC1-IBM, vaix_cs2cipdmqp02ha, 5/2/18 12:26 PM, 300, , , 21.61, 0.0, 21.61, 100.0, 100.0, 100.0, 39.25, 23.5, 53.53, 15906.63, 15168.78, 31075.41, 5009.77, 4660.77, 9670.54, 1405.64, 50.26, 1455.91, 7.41, 2.27, 9.68, 0.84, 2.54, 0.9, 5.395, 46.295, 6.807, 0.0, 0.0, 0.0, 0.0, 0.0, 538.76, 27.74, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 17.59, 5.88, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1405.5, 1512.5, 50.28, 108.3, 50.09, 26.14, 63.18, 115.24, 3.83, 0.41, 0.42, 5.9, 3.88, 2.64, 1.22, 0.0, 1455.78, 1620.8 
SVC-2145-CS4SVC1-IBM, vaix_cs4cvicgwyp02, 5/2/18 12:26 PM, 300, , , 21.59, 0.0, 21.59, 100.0, 100.0, 100.0, 39.44, 23.77, 53.84, 15921.35, 15168.78, 31090.13, 5051.66, 4732.19, 9783.85, 1405.64, 57.47, 1463.11, 7.41, 2.31, 9.71, 0.84, 2.24, 0.9, 5.395, 41.111, 6.798, 0.0, 0.0, 0.0, 0.0, 0.0, 538.76, 27.74, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 17.59, 6.57, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1405.5, 1513.42, 57.49, 115.61, 53.77, 27.14, 63.19, 116.03, 3.83, 0.41, 0.42, 5.9, 3.86, 2.64, 1.22, 0.0, 1462.99, 1629.03 
SVC-2145-CS4SVC1-IBM, vaix_cs4cvicwasp02, 5/2/18 12:26 PM, 300, , , 21.68, 0.0, 21.68, 100.0, 100.0, 100.0, 40.46, 25.03, 55.37, 15908.82, 15168.78, 31077.6, 5046.97, 5066.43, 10113.4, 1405.64, 99.5, 1505.15, 7.41, 2.47, 9.88, 0.84, 1.36, 0.88, 5.395, 25.424, 6.719, 0.0, 0.0, 0.0, 0.0, 0.0, 538.76, 27.74, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 17.52, 11.85, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1405.5, 1513.49, 99.53, 157.56, 54.23, 26.83, 63.18, 115.4, 3.83, 0.41, 0.42, 5.9, 3.88, 2.64, 1.19, 0.0, 1505.03, 1671.05 
SVC-2145-CS4SVC1-IBM, vaix_cs4cvicdbp01ha, 5/2/18 12:26 PM, 300, , , 20.42, 0.0, 20.42, 100.0, 100.0, 100.0, 76.58, 77.83, 94.81, 336.73, 244.14, 580.87, 410.56, 857.47, 1268.03, 24.57, 67.96, 92.53, 0.12, 0.42, 0.54, 1.14, 0.2, 0.45, 4.956, 6.29, 5.936, 0.0, 0.0, 0.0, 0.0, 0.0, 123.14, 10.37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.37, 29.03, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 24.59, 31.67, 68.12, 61.75, 83.93, 9.24, 18.36, 15.49, 0.1, 0.25, 0.26, 2.1, 3.17, 0.69, 0.04, 10.56, 92.71, 93.42 
SVC-2145-CS4SVC1-IBM, vaix_cs4cvicmqp01ha, 5/2/18 12:26 PM, 300, , , 21.7, 0.0, 21.7, 100.0, 100.0, 100.0, 39.57, 23.83, 53.97, 15920.26, 15196.88, 31117.13, 5036.32, 4755.13, 9791.44, 1410.95, 65.51, 1476.45, 7.42, 2.32, 9.74, 0.84, 1.98, 0.89, 5.385, 36.242, 6.754, 0.0, 0.0, 0.24, 0.0, 0.0, 538.76, 27.74, 0.04, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 17.47, 6.9, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1410.81, 1518.7, 65.53, 123.61, 62.16, 28.61, 67.7, 116.36, 3.83, 0.39, 0.41, 5.51, 3.86, 2.64, 1.21, 7.16, 1476.34, 1642.31 
SVC-2145-CS4SVC1-IBM, vaix_cs2cvicmqs01ha, 5/2/18 12:26 PM, 300, , , 13.52, 0.0, 13.52, 100.0, 100.0, 100.0, 64.69, 92.48, 97.34, 19.61, 2.84, 22.45, 20.96, 34.96, 55.92, 0.34, 2.9, 3.24, 0.0, 0.02, 0.02, 6.49, 0.54, 1.16, 4.208, 6.051, 5.859, 0.0, 0.0, 0.0, 0.0, 0.0, 34.71, 9.83, 0.0, 0.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 45.98, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.34, 1.58, 2.89, 3.0, 2.75, 1.55, 0.31, 1.33, 0.0, 0.77, 0.28, 10.65, 3.74, 0.0, 0.43, 0.0, 3.22, 4.58 
SVC-2145-CS4SVC1-IBM, vaix_cs2cvicgwys02, 5/2/18 12:26 PM, 300, , , 13.52, 0.0, 13.52, 100.0, 100.0, 100.0, 64.69, 92.48, 97.34, 19.61, 2.84, 22.45, 20.96, 34.96, 55.92, 0.34, 2.9, 3.24, 0.0, 0.02, 0.02, 6.49, 0.54, 1.16, 4.208, 6.051, 5.859, 0.0, 0.0, 0.0, 0.0, 0.0, 34.71, 9.83, 0.0, 0.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 45.98, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.34, 1.58, 2.89, 3.0, 2.75, 1.55, 0.31, 1.33, 0.0, 0.77, 0.28, 10.65, 3.74, 0.0, 0.43, 0.0, 3.22, 4.58 
SVC-2145-CS4SVC1-IBM, vaix_cs2cvicwass02, 5/2/18 12:26 PM, 300, , , 13.52, 0.0, 13.52, 100.0, 100.0, 100.0, 64.69, 92.48, 97.34, 19.61, 2.84, 22.45, 20.96, 34.96, 55.92, 0.34, 2.9, 3.24, 0.0, 0.02, 0.02, 6.49, 0.54, 1.16, 4.208, 6.051, 5.859, 0.0, 0.0, 0.0, 0.0, 0.0, 34.71, 9.83, 0.0, 0.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 45.98, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.34, 1.58, 2.89, 3.0, 2.75, 1.55, 0.31, 1.33, 0.0, 0.77, 0.28, 10.65, 3.74, 0.0, 0.43, 0.0, 3.22, 4.58 
SVC-2145-CS4SVC1-IBM, vaix_cs2cvicmqp02ha, 5/2/18 12:26 PM, 300, , , 21.61, 0.0, 21.61, 100.0, 100.0, 100.0, 39.25, 23.5, 53.53, 15906.63, 15168.78, 31075.41, 5009.77, 4660.77, 9670.54, 1405.64, 50.26, 1455.91, 7.41, 2.27, 9.68, 0.84, 2.54, 0.9, 5.395, 46.295, 6.807, 0.0, 0.0, 0.0, 0.0, 0.0, 538.76, 27.74, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 17.59, 5.88, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1405.5, 1512.5, 50.28, 108.3, 50.09, 26.14, 63.18, 115.24, 3.83, 0.41, 0.42, 5.9, 3.88, 2.64, 1.22, 0.0, 1455.78, 1620.8 
SVC-2145-CS4SVC1-IBM, vaix_cs2cvicgwyp01, 5/2/18 12:26 PM, 300, , , 21.61, 0.0, 21.61, 100.0, 100.0, 100.0, 39.25, 23.5, 53.53, 15906.63, 15168.78, 31075.41, 5009.77, 4660.77, 9670.54, 1405.64, 50.26, 1455.91, 7.41, 2.27, 9.68, 0.84, 2.54, 0.9, 5.395, 46.295, 6.807, 0.0, 0.0, 0.0, 0.0, 0.0, 538.76, 27.74, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 17.59, 5.88, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1405.5, 1512.5, 50.28, 108.3, 50.09, 26.14, 63.18, 115.24, 3.83, 0.41, 0.42, 5.9, 3.88, 2.64, 1.22, 0.0, 1455.78, 1620.8 
SVC-2145-CS4SVC1-IBM, vaix_cs2cvicwasp01, 5/2/18 12:26 PM, 300, , , 21.61, 0.0, 21.61, 100.0, 100.0, 100.0, 39.25, 23.5, 53.53, 15906.63, 15168.78, 31075.41, 5009.77, 4660.77, 9670.54, 1405.64, 50.26, 1455.91, 7.41, 2.27, 9.68, 0.84, 2.54, 0.9, 5.395, 46.295, 6.807, 0.0, 0.0, 0.0, 0.0, 0.0, 538.76, 27.74, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 17.59, 5.88, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1405.5, 1512.5, 50.28, 108.3, 50.09, 26.14, 63.18, 115.24, 3.83, 0.41, 0.42, 5.9, 3.88, 2.64, 1.22, 0.0, 1455.78, 1620.8 
SVC-2145-CS4SVC1-IBM, vaix_cs2cvicmqp01ha, 5/2/18 12:26 PM, 300, , , 21.61, 0.0, 21.61, 100.0, 100.0, 100.0, 39.25, 23.5, 53.53, 15906.63, 15168.78, 31075.41, 5009.77, 4660.77, 9670.54, 1405.64, 50.26, 1455.91, 7.41, 2.27, 9.68, 0.84, 2.54, 0.9, 5.395, 46.295, 6.807, 0.0, 0.0, 0.0, 0.0, 0.0, 538.76, 27.74, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 17.59, 5.88, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1405.5, 1512.5, 50.28, 108.3, 50.09, 26.14, 63.18, 115.24, 3.83, 0.41, 0.42, 5.9, 3.88, 2.64, 1.22, 0.0, 1455.78, 1620.8 
SVC-2145-CS4SVC1-IBM, vaix_cs4bcdmdbs01ha, 5/2/18 12:26 PM, 300, , , 10.39, 0.0, 10.39, 100.0, 100.0, 100.0, 76.64, 85.92, 96.71, 29.19, 15.14, 44.33, 32.91, 92.4, 125.31, 1.29, 10.39, 11.68, 0.01, 0.05, 0.05, 1.48, 0.21, 0.35, 5.791, 4.448, 4.597, 0.0, 0.0, 0.12, 0.0, 0.0, 46.18, 16.46, 3.97, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 57.56, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1.31, 2.81, 10.39, 10.55, 7.47, 0.6, 1.31, 1.91, 0.0, 0.78, 0.25, 1.77, 2.89, 0.0, 0.05, 1.27, 11.7, 13.36 
SVC-2145-CS4SVC1-IBM, vaix_cs4bcdmdbs02ha, 5/2/18 12:26 PM, 300, , , 30.94, 0.0, 30.94, 100.0, 100.0, 100.0, 91.0, 92.58, 99.33, 19.46, 15.06, 34.52, 169.1, 188.05, 357.15, 1.28, 6.5, 7.79, 0.01, 0.09, 0.1, 1.46, 0.29, 0.49, 5.805, 14.458, 13.032, 0.0, 0.0, 0.12, 0.0, 0.0, 46.18, 18.94, 3.97, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.75, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1.3, 2.53, 6.51, 8.19, 9.42, 2.54, 1.31, 1.85, 0.0, 0.64, 0.37, 1.76, 3.08, 0.0, 0.07, 1.27, 7.81, 10.72 
